review_es,sentiment
"Promedio (y sorprendentemente domesticado) Fulci Giallo, lo que significa que aún es bastante malo por las normas normales, pero redimidas por su sólida acumulación y algunos toques agradables, como un toque de tiempo ordenado en los problemas de las visiones y la clarividencia. Las notas conocidas del género.están en plena marcha: diálogo banal, actuación de madera, puntos de parcela ilógica.Y el final continúa mucho tiempo, mientras que el desenlace demuestra ser un poco cojo o que diré: Aflojamiento de Limp. El manejo irónico de las normas de Gallo es divertido.Pistas amarillas donde quiera que estés mirando.3 de 10 asesinos educados",negative
"Volver a la 36ª Cámara es una de esas películas clásicas de Kung-Fu que Shaw produce de nuevo en los años 70 y 80, cuyo género es equivalente a los occidentales de los espaguetis de Hollywood, y el protagonista Gordon Liu, la contraparte del Western's Clint Eastwood. Digitalmente remasterizado y una nueva impresión hecha para el fantástico festival de cine, esto está ""presentado en el alcance de Shaw"", como los buenos viejos tiempos. Esta película es una historia simple de buenas versos, contada en 3 actos, que más o menos sumas Sube la narrativa de las películas de artes marciales en esa época. Uno establece la premisa. Los trabajadores en un molino de tinte de un pequeño pueblo no están contentos con su lote, teniendo su salario reducido en un 20% en los gangsters entrantes de Manchu. No pueden hacer mucho por su explotación porque ninguno de ellos sean expertos en artes marciales para asumir a los pandilleros, y su jefe. Al principio, tenían un éxito menor en la que Liu se hiciera de imponer a un monje de Shaolin altamente calificado (una de las mejores secuencias de comedia), pero su despertamiento se expuso cuando empujaron el límite de credibilidad al hacerse pasar por uno demasiadas veces. Dos muestran el protagonista queriendo volver a la mafia. Sin embargo, sin artes marciales reales, se embarca en un viaje a Shaolin Temple, para intentar infiltrarse y aprender artes marciales en el Sly. Después de algunos momentos de slapstick, finalmente lo acepta el abad (¡a quien se le impedía!) Pero está decepcionado por los métodos de enseñanza: un poco como el estilo del señor Miyagi en Karate Kid, pero en lugar de pintar cercas, él llega a erigir andamios de todo el templo. . Nada puede mantener a un buen hombre hacia abajo, y él inconscientemente construye fuerza, resistencia y aprende kung-fu el camino poco ortodoxo. Tres es donde comienza el festival de lucha. Con efectos de sonido de queso, cada sin contacto obvio en la película se le da el tratamiento máximo de impacto. Pero es bastante refrescante observando las escenas de lucha aquí, con sus inquilinos en ángulo ancho para resaltar la claridad y los detalles entre los socios de combate, y el uso de la cámara lenta solo para mostrar trucos en diferentes ángulos. Puede encontrar la velocidad de combate un poco demasiado lento, con un poco de pausa entre los movimientos, pero con Yuen Wo Ping y su estilo que se usa Ad-Nausem en las películas de Hollywood, ¡seguramente no hacen escenas de lucha como solían! Regreso a la Cámara 36. Obtiene una proyección repetida el lunes, por lo que, si eres un juego para un viaje nostálgico por la memoria del carril, ¿qué estás esperando?",positive
"*** Spoilers *** también, en la vida real, así como en las películas, historia familiar que le sucede a muchos hombres jóvenes que se ponen en una zona de guerra con una pistola, o rifle, en sus manos. El caso de los jóvenes e inocentes, en nunca manejar o disparar una pistola, Jimmy Davis, tono de franquóis, se ha repetido miles de veces a lo largo de los siglos cuando los hombres, como Jimmy Davis, se ven obligados a tomar las armas para su país. Jimmy que en Primero quería ser expulsado del ejército de los Estados Unidos, pero se lo alentó a quedarse, al ser ceñido en la boca, por su buen amigo Fred P. Willis, Spencer Tracy, terminó en las líneas del frente en Francia. Con la unidad de Jimmy, fijada por un nido de ametrallador alemán, lo puso sin importar a la comisión, recogiendo algo de media docena de soldados alemanes de la seguridad de un campanario de la iglesia cercana. Fue cuando Jimmy se disparó por el último alemán sobreviviente, que levantó los brazos en la rendición, que un shell de artillería golpeó al campanario heriendo seriamente lo herido. Desreclando de sus heridas en un hospital del ejército, Jimmy se enamoró de la enfermera voluntaria del ejército estadounidense, la enfermera Rose Duffy, Gladys Jorge. Rose estaba realmente enamorada de la buena amiga de Jimmy, la feliz, ir a la suerte de Fred a pesar de sus antiónes desagradables hacia ella. Es cuando Fred se perdió durante la lucha en el frente occidental que se levantó, pensando que fue asesinado, se enamoró y luego se casó con Jimmy. Cuando Fred se apareció inesperadamente en la ciudad francesa, donde Jimmy, ahora se recuperó completamente de sus heridas, estaba estacionado en las cosas que se pusieron muy pegajosos para él y se levantó que ya había aceptado la propuesta de matrimonio de Jimmy con ella. Con WWI sobre y Jimmy Casilling Rose se fue Fred, que todavía está enamorada de ella, un joven amargo y resentido. Fue casi por accidente que Fred se encontró con Jimmy en las calles de la ciudad de Nueva York y descubrió su sorpresa y sorprendió que cambió por completo de la persona manso y no violenta que él sabía antes de que fuera enviado a la guerra en el frente occidental europeo . ¡Sleg y seguro de sí mismo, y su capacidad para disparar un arma, Jimmy se había convertido en un mejor mafioso en el inframundo de la ciudad de Nueva York! No solo eso, sino a Fred, más tarde descubrió que su esposa Rose no tenía idea de lo que Jimmy estaba realmente involucrado con Jimmy, diciéndole que trabaja como un regalo de seguridad y un ajustador de seguros inofensivos. La vida del crimen de Jimmy llegó un círculo completo cuando se levantó. Sobre su vida secreta, lo viñó a la policía para evitar que ejecutara un ""Día de San Valentín"" como la masacre, con sus pandilleros vestidos como policías, de sus mafiosos rivales. Mientras que en el juicio, Jimmy llegó a sus sentidos y admitió que su culpa estaba dispuesta a enfrentar la música y luego, después de que se acabe su sentencia de tres años, vuelva a juntar su vida. *** Alerta de Spoiler *** Audiencias de rumores de compañeros convictos que Rose y su mejor amigo Fred estaban teniendo un romance detrás de su espalda Jimmy que se desató de la cárcel que terminó con un fugitivo de la ley. Está en el circo de Fred, donde trabaja tanto como Pander y Barker, que Jimmy al ver que Rose y Fred fueron fieles a él que él, como en su juicio, tenía un cambio repentino de corazón. Pero la idea de volver a la cárcel, con al menos otros diez años agregados a su sentencia, fue demasiado para Jimmy! Fue entonces cuando Jimmy decidió terminar todo dejando que la policía que luego lo seguía, lo hacía el trabajo, que él mismo no tenía el corazón que hacer, ¡para él!",positive
"Bela Lugosi apareció en varias de estas enfriadoras de bajo presupuesto para los estudios de monogramas en la década de 1940 y el cadáver se desvanece es uno de los mejores. Bebla juega a un científico loco que secuestra a las jóvenes novias y los mata y luego extrae líquido de sus cuerpos para que pueda mantenerSu esposa envejecida parecía joven.Después de que un reportero y un médico se mantengan la noche en su casa y descubren que es responsable de las muertes de las novias, a la mañana siguiente informan que estos asesinatos a la policía y el científico loco se dispara y cae muertos poco después. Tienes casi todo.En esta película: los asistentes del científico consisten en una vieja bruja, un jorobado y enano (sus hijos), un trueno y pasajes espeluznantes en la casa de Bela.Bela y su esposa encuentran que duermen mejor en ataúdes en lugar de camas en la película. El cadáver se desvanece vale la pena, especialmente para los fanáticos de Bela Lugosi.Gran diversión. Rating: 3 estrellas de 5.",positive
"No puedo creer que disfruté tanto como yo.Las historias de la antología eran mejores que par, pero la historia de enlace y su terminación sorpresa me engancharon.Muchas caras familiares te mantendrán preguntándote ""¿Dónde los he visto antes?""Olvídese del tiempo de funcionamiento que figura en la cinta de la nueva línea, esto no es de 103 minutos, según mi temporizador de VCR e IMDb.Espacio Maggot apaga la fogata a su manera especial y caminata por este 8.",positive
"El 33 por ciento de los nitwits de las naciones que aún apoyan W. Bush haría bien en ver esta película, que muestra las consecuencias de la Revolución Francesa y el terror de 1794, tan sorprendentemente similar al panorama socio-político posterior al 9/11. Tal vez podrían dejar de preocuparse por salvar la cara y tomar el A ** - Whupping que merecen. Es realmente una pena que cuando un político arruine el país, aquellos que lo votaron por él no se les puede negar el derecho de volver a votar. Claramente, han demostrado que no tienen sentido de carácter. Lo que realmente se destaca en esta película es la ambigüedad de un personaje como Doctrinaire irremediablemente como Robespierre; Un hombre vacío encantado que la ideología reductiva simplista no puede ayudarlo a dilucidar los límites entre la seguridad y el totalitarismo. Ejecución y asesinato. Autodefensa y patriotismo. Sus pruebas legalistas de litmus agravan la situación desesperada que ha ayudado a crear. ¿Suena como cualquier animadora beligerante, sobrevivilegulada y retrasada que conoces? Wojciech Pszoniak sopla los despedidos de la pantalla de Eslovenamente deparidieu. Tan simpáticos como es la difícil situación de Robespierres, es reconfortante saber que poco después de que termine la película, tendrá su mandíbula disparada y enviada a la guillotina.",negative
"Como alguien ya ha mencionado en este consejo, es muy difícil hacer un documental falso. Requiere una tremenda habilidad, ritmo, paciencia, dirección ""a distancia"", una premisa plausible, un flujo ""narrativo"", y realmente creíble actuando (también conocido como gran actuación). Tal no es el caso con 'Máquina de amor'. Comienza a mostrar su Mano Faux sobre la marca de 20 minutos (con 60 minutos que quedan para ver), y el espectador comienza a darse cuenta de que está siendo tomado. Está cuesta abajo desde allí. Elirector Gordon Eriksen simplemente alcanzó su punto máximo muy pronto. Pero para ser justos a Eriksen, sus problemas comenzaron temprano: como él explica en los extras, comenzó a querer hacer un documento real, no podía obtener fondos, y se estableció para una manera más económica de hacer su película. La premisa - Gente Los que tienen vidas secretas al publicarse en un sitio web porno, quizás fue más interesante en 1997-98, cuando se hizo la película. Eriksen hace muchas cosas difíciles: una ""anfitriona"" agresiva, ""cámaras de mano, zoom, los negros y los blancos granulados, todos, supongo, para obtener un sentido de autenticidad, pero simplemente no funciona. La película es confusa y forzada, pero lo que finalmente lo trae es la creibilidad de los actores y el diálogo bastante terrible.",negative
"Las colinas tienen ojos II es lo que usted esperaría que sea y nada más. Por supuesto, no va a ser una película nominada a Oscar, es solo entretenimiento puro que puede perderse durante 90 minutos. La parcela es básicamente sobre un grupo de alumnos de la Guardia Nacional que se encuentran luchando contra los notorios mentiras en los Hillbillies en su último Día de entrenamiento en el desierto. Es solo que luchan por toda la película, que incluye mucha violencia (que es básicamente toda la película), ya que la sangre y las agallas están entrando constantemente durante todo el asunto, y también otra escena de violación gráfica que está inutialmente arrojada a Shock the audiencia. Le daría a las colinas los ojos II 4 de 10 para el entretenimiento puro, y eso solo. Aunque incluso me encontré mirando cada vez más a mi reloj y más a medida que la película continuó, ya que comenzó a arrastrarse debido al hecho de que continuó intentando y sorprender a la audiencia con Gore Gore y la escena de salto ocasional para asegurarte de la audiencia. permanece despierto. Las colinas tienen ojos II es solo entretenimiento decente, algo para pasar el tiempo si estás aburrido, y nada más.4 / 10",negative
"Me reí por todo el camino a través de esta película podrida.Es tan increíble.Una mujer deja a su esposo después de muchos años de matrimonio, tiene un desglose frente a una oficina de bienes raíces.¿Lo que sucede?El gerente de la oficina sale afuera y le ofrece un trabajo !!!¡Divertidísimo!Lo siguiente que sabes que las dos mujeres lo van.Sí, son lesbianas!Nada suena verdadera en esta ""vida para mujeres con nada mejor que hacer"" la película.Diálogo clortunizado como ""No quiero pasar el resto de mi vida sintiendo que tuve la oportunidad de ser feliz y no lo tomé"".Hay una madre rica y lejana que desaprueba la nueva relación de su hija.Una mucama negra descarada: increíble que en el año 2003, se hace una película en la que hay una criada negra de Sassy.Hattie McDaniel debe estar girando en su tumba.La mujer tiene un marido que se asusta y quiere la custodia de los niños adolescentes mocosos.¡Sheesh!No se queda ningún cliché.",negative
"¡No hay spoilers! ¡Después de la exitosa película estadounidense de Hitchcock, Rebecca, basada en la exuberante novela de Daphne Dumarier del romance gótico e intriga, regresó a algunos de los temas más familiares de su período británico temprano: la identidad y el espionaje confundidos. A medida que los Estados Unidos se establecieron en la Segunda Guerra Mundial y el ""esfuerzo de guerra"" a gran escala de los aviones de construcción de civiles, armamento y otras milicias necesarias, el negocio de entretenimiento cinematográfico comenzó a resultar paranoicos y, a menudo, los thrillers jingoísticos con temas de guerra. Estos thrillers a menudo involucraban redes de operadores engañosos y calificados en el trabajo en las sombras entre los ciudadanos que respetan el bien legal. Conocer al director estaba en casa en este género de espionaje, el productor Jack Skirball se acercó a Hitchcock acerca de dirigir una propiedad que poseía que se ocupaba de la corrupción, el sabotaje de la guerra y un héroe indefenso empujado a un vórtice de coincidencia y una identidad errónea. Los elementos más oscuros de la narrativa y el agudo ingenio de Maven Dorothy Parker literario (durante su breve estadía en Hollywood antes de regresar a sus raíces bohemias en Nueva York) que co-autoraron al guión eran una combinación perfecta para las sensibilidades de Hitchcock. Esta película a menudo descuidada cuenta La historia de los desafortunados 25 años de edad, Barry Kane (Robert Cummings), que, a la vez, en el trabajo en una fábrica de aviones de Los Ángeles, se encuentra con el nuevo empleado Frank Frye (Norman LloyDD) y los momentos más tarde se enmarca para cometer sabotaje. Huyendo de las autoridades que no creen su historia lejana que conoce a varios personajes en su camino hacia la ciudad de Soda Utah y finalmente la ciudad de Nueva York. Estos memorables personajes incluyen una caravana de circo con un automóvil lleno de ""Freaks"" y un modelo popular de la cartelera Patricia Martin (Priscilla Lane) ¿Quién, durante la peor crisis de su vida, así como la seguridad nacional, se enamore con locura? Por supuesto, en la tierra de Hitchcock, Patricia, secuestrada por el supuesto Saboteur Barry, cae por su captor, además de agregar tensión romántica a la mezcla. En buena forma para esta excursión, Hitchcock Brews una red nacional de damas antiguas demure, Joes promedio y Hombres de negocios respetables que se duplican como terroristas del agente secreto que albergan a los criminales, tiran de armas y detonan bombas para evitar que las cosas se muevan. Es una parcela excelente que lleva su tiempo avanzando y, una vez encendido, culmina en uno de los últimos finales más memorables de Hitchcock. Busque una vida increíblemente como las atracciones turísticas de la Ciudad de Nueva York (todos los cuales fueron recreados por los directores de arte en Hollywood debido a la ""prohibición de tiro"" de la guerra en las atracciones públicas). Si bien Saboteur puede no ser una de las películas más conocidas de Hitchcock, es una película B Popular que es ciertamente sólida y atractiva con un montón de giros de parcela inteligentes y, como de costumbre, los terribles villanos de Hitchcock. Recuerde buscar la apariencia de camafeo de Hitchcock fuera de una farmacia en la segunda mitad de la película. La idea original del camafeo de Hitchcock que se disparó (él luchando en el lenguaje de señas con su esposa 'sorda') fue impedida por la Oficina de Estándares y Prácticas que temían ofender a los sordos.",positive
"Acabo de ver a la cómoda esta noche, solo lo había visto una vez antes, hace una docena de años. No es una película ""grande"", y no intenta hacer un gran salpicaduras, sino a mi Dios, el brillo de los dos cables. me deja casi sin palabras. Albert Finney y Tom Courtenay no son menos que increíbles en esta película. La cómoda es la historia del señor, un envejecimiento del actor de Shakespeare (Finney), y su cómoda Norman (Courtenay), una especie de valet, que ponen una producción de King Lear Durante el Blitz de Londres en la Segunda Guerra Mundial. Estos son dos hombres, cada uno de cada uno dependiente de la otra: Señor es casi indefenso sin la ayuda de Norman a Cajole, Wheedle, y lo acosará y lo intimidan en el escenario por su 227 desempeño de Lear. Y Norman vive su vida indirectamente a través de SIR; Sin señor para necesitarlo, él no es nada, o piensa que es, de todos modos. Esto es una película impulsada por personajes; La parcela es secundaria a la interacción de los personajes, y como tal, requiere actores del más alto calibre para llevarlo a la vida. Finney, solo de 47 años, es completamente creíble como muy antiguo, muy enfermo, petulante, acoso escolar, pero brillante actor de escenario. ¡Él silbea y humea a sus compañeros actores incluso cuando se llevan sus arcos! Y Courtenay no es menos convincente como la cómoda de la pinción, que a veces debe actuar más como una madre que como un valet a su anciano empleador. Sin embargo, el empleador es realmente el término incorrecto para usar. Porque, aunque, técnicamente, su relación es la del empleador y el empleado, la mayor parte del tiempo, Sir y Norman actúan como nada como una pareja casada antigua. Sí, hay otros en el elenco de esta película, pero no hay duda de que el Las verdaderas estrellas son Finney, Courtenay y el maravilloso guión por Ronald Harwood. Eso no quiere decir que no haya otras actuaciones finas, especialmente Eileen Atkins como el gerente de la etapa de larga duración. Hay una maravillosa escena donde Sir y Madge hablan de viejos deseos, viejos lamentos, y lo que podría haber sido. Aunque no se habla de estos días, vale la pena recordar que la cómoda fue nominada para cinco premios de academia: el mejor actor Nominaciones para Finney y Courtenay, la mejor imagen, el mejor director (Peter Yates) y el mejor guión adaptado. Había recordado que esto era una buena película, pero no estaba preparado para ser tan fascinada, ya que estaba de principio a fin. . Si quieres ver un ejemplo de lo que se trata mucho de la actuación, y ser muy entretenido durante todo el tiempo, entonces te animo a ver a la cómoda.",positive
"¿Qué sucedió?Lo que tenemos aquí es básicamente una premisa sólida y plausible y con un reparto decente y talentoso, pero en algún lugar la película la pierde.En realidad, nunca se puso en marcha.Hubo un poco de emoción cuando descubrimos que Angie no está realmente embarazada, luego descubra que, después de todo, pero eso fue.Steve Martin, que es una persona muy talentosa y generalmente trae mucho a una película, era terrible y todo su personaje ni siquiera estaba cerca de ser importante para esta película, aparte de hacerlo más.Realmente me hubiera gustado ver más interacciones entre los personajes principales, Kate y Angie, y tal vez intentar no para una comedia pura, que, desafortunadamente, no fue, pero tal vez un drama con elementos comedicos.Creo que si la película hizo esto, podría haber sido muy divertido, ya que ambas actrices son bastante divertidas a sus propias maneras y sentados aquí, puedo pensar en numerosos escenarios que habrían sido un motín.",negative
"Acabo de ver de Fingersmith, y estoy aturdido a ver la calificación promedio de 8/10 para el show. No solo la trama era difícil de seguir, pero parece que el desarrollo de personajes fue aplicado al azar. Los actores eran adecuados, pero enEl proceso de intentar crear giros y giros, sus personajes se vuelven totalmente dimensionales.Una vez que esto sucede, la historia realmente cae plana y se vuelve tediosa. Y en caso de que alguien no vea a los conocimientos lesbianos predecibles de Miles Way, esta es una casa martillada en los términos más banales al final de la película. La escena final esDecepcionante y llamado, y cualquiera que se siente y se fue ""Ohhh, ¡así que eran munciantes de alfombras todo el tiempo!"", Debe haber estado fuera por la noche. Two Stars para el hockey de amígdalas en la escena anterior, que fue al menos un poco rugosa.Ninguno para el resto ...",negative
"Así que vamos a empezar!))) La película en sí es tan original como las películas de Cronenberg generalmente aparecerían ... Mi intención de verlo fue ciertamente que JJL era una de mis actrices favoritas.¡Ella es tan hermosa como de costumbre, este cutie! No diría que era mi película favorita de ella.Aún así es bastante interesante y entretenido a seguir.El resto del reparto no es extremadamente impresionante, pero no es una especie de matriz de estrellas Miscast.;) ¡Recomienda con confianza!)))))",positive
"Además de ser aburrido, las escenas eran opresivas y oscuras.La película trató de retratar algún tipo de moral, pero cayó plana con su mensaje.¿Cuáles fueron las cualidades redentoras?Además de eso, no creo que pueda hacer que los bibliotecarios se vean más poco libres que lo que lo hizo.",negative
"Una mujer soltera llamada Stella (Bette Midler) está embarazada por un hombre rico (Stephen Collins). Ofrece a casarse con ella sin sentido de obligación, pero ella lo rechaza y decide criar al niño por su cuenta. Las cosas van bien hasta que el niño llamado Jenny (Trini Alvarado) se convierta en un adolescente y las cosas gradualmente (y predeciblemente) se vuelven peores. He visto la versión silenciosa y la versión de sonido de ""Stella Dallas"". Ninguno de los dos me afectó mucho (y lloro fácilmente), pero estaban bien hechos si está fechada. Tratar de rehacer esto en 1990 fue solo una idea estúpida. Supongo que Midler tenía suficiente poder después del éxito incomprensible de las ""playas"" para hacer esto. Esto (predeciblemente) bombardeó. La historia es risa y fechada por los estándares de hoy. A pesar de que Midler y Alvarado dan buenas actuaciones, esta película realmente arrastra y me aburrí tontamente al final. Stephen Collins y Marsha Mason (ambos actores buenos) no ayudan a apoyar los roles. Fundido y aburrido. Realmente, ¿quién pensó que esto funcionaría? Vea la versión de Stanwyck de 1937 en su lugar. Le doy esto un 1.",negative
"No torture un patito es uno de los primeros (y, honestamente, en términos de la línea de cuentos, mejor ...) películas, y aunque no es el típico ""Blood Bath"" de la que se conoce Fulci, esto sigue siendo muy único y Película agradable. La historia rodea una pequeña ciudad donde están ocurriendo una serie de asesinatos infantiles. Algunos de los personajes coloridos involucrados en las investigaciones, ya sea como sospechosos, ni aquellos que ""ayudan"" a la investigación (o en algunos casos, ambos), incluyen la fuerza policial de los pueblos, un reportero de pequeña época, un hermoso y rico adicto a la ex drogadía, Un joven sacerdote y su madre, un anciano que practica brujería y su proteegé femenino, un pueblo mentalmente discapacitado, y una niña sorda / muda. Todas estas personas están entretejidas en la parcela para crear varios giros y giros, hasta que se revela el asesino real ... No torture un patito no es ni un giallo ""clásico"" ni una película típica de Gore Fulci. Aunque contiene elementos de ambos, es más un misterio de asesinato antiguo, con un tema más oscuro y algunas escenas de violencia gráfica (aunque nada tan fuerte como algunas de las obras posteriores de Fulci). Esta es una película bien escrita con muchos giros que me mantuvieron adivinando hasta el final. Recomendado para los fanáticos de Giallo / Murder-Mystery, o cualquier persona que quiera ver algunas de las películas que no seamos salpicaduras de Fulci, pero no se desespere, no la tortura aún tiene más de lo que es una parte justa de la violencia y la silla. Algunos pueden ser eliminados por el tema de los asesinatos infantiles, y un personaje femenino principal tiene un hábito extraño de golpear a los niños muy pequeños, que también es un tipo de desconcertamiento, pero si ese tipo de material no te molesta, definitivamente Dale un vistazo a este. 8.5 / 10",positive
"La belleza tetona Stacie Randall interpreta a PVC revestido, perra mal-culo Alexandra, el fiel acólito de Faust, una entidad malvada atrapada en el infierno. Determinado a liberar a su maestro, el Minx malévolo se rompe en un almacén para robar una joya mágica vital para su éxito; Pero a la vez que realiza un ritual satánico para convocar a Faust, la yegua tonta ingresa accidentalmente al pentagrama que ha dibujado en el suelo, lo que resulta en la pérdida de la gema y la liberación de dos criaturas diminutivas, en forma de troll llamada Lite y Dark. Ahora Alexandra. Debe encontrar una gema de reemplazo, que no va a ser fácil: la única otra piedra que hará el truco se desgasta alrededor del cuello de su ex amante, el detective de la policía Jonathan Graves (Peter Liapis), que está investigando el robo del almacén. Y quién sabe demasiado bien de lo que es capaz de Alexandra malvado. Mientras tanto, los sabios que se agrietan las semejjas interde dimensionales Lite y la oscuridad se ponen en todo tipo de problemas zany, ya que intentan encontrar un camino de regreso a casa. En el mundo de la película Warped de Jim Wynorski, todas las hembras son bebés de gran pechugas con la moda. Sentido de una puta barata. Ghoulies iv no es una excepción: cada mujer en esta película, ya sea que sea un capitán de la policía, un curador de antigüedades, o un paciente mental en un asilo, es caliente, caliente, caliente y no usa mucho, y es este hecho que hace Por lo demás, por lo demás, una pieza de stv de STV totalmente ininterrumpida, casi coherable. Pero tenga cuidado, aunque la presencia de crumpet de calidad semi-desnuda hace que la marcha sea un poco más fácil, todavía hay mucho acerca de esta película para que la garantice que se esté etiquetando como una prueba: la Actuar es de madera y el diálogo es doloroso; El humor negro (a medida que la negligencia de DVD lo describe) es tan divertida como una rodilla para los Knackers, con la broma de la comedia de Lite y la oscuridad, siendo digno de censura; Y los efectos especiales son el sótano de ganga, que consiste en criaturas gomosas y efectos visuales que habrían mirado diez años antes.3 / 10 únicamente para el alto cociente BIMBO.",negative
"Me gusta mucho a Salman Kahn, así que estaba realmente decepcionado cuando veía esta película.No tenía gran parte de una parcela y lo que hicieron, no fue tan atractivo.Sin embargo, Salman se veía bien en la película, se veía joven y refrescada, pero valió la pena el precio de este DVD.La música no era mala fue bastante agradable.Por lo general, las películas indias tienen al menos dos a tres horas, pero esta fue una película muy corta para una película india.La actriz estadounidense que jugó en la película es de la serie Television Series Heroes, Ali Larter.Su actuación tenía mucho que desear.Sin embargo, se veía bien en los vestidos indios que llevaba.Toda la película no tenía mucho que desear y espero que Salman sea mucho mejor en su próxima película.Gracias.",negative
"No estoy seguro de por qué los productores necesitaban comerciar con el nombre de una franquicia de cine algo exitosa porque el título sugiere que es una secuela de las primeras tres películas ... que no lo es. A pesar de que Marques Houston apareció en ""HP3"", jugó un personaje totalmente diferente (fue, ocho años más viejo) en esta película. Bien ... así que Reid y Martin no fueron los más talentosos y no pudieron llevar una película por sí mismos ... pero al comerciar en la franquicia de HP me parece que podría haber hecho algún tipo de referencia (aunque menor) a las películas anteriores Estoy seguro de que todos los que querían verlo fue ""con capucha"", para pensar que estaban viendo una secuela, no una película totalmente diferente con un nombre familiar. Y lo siento ... Kym Whitley no es gracioso, y no podía sostener una vela al difunto Robin Harris, Ketty Lester, o DC Curry en las películas anteriores. Aunque Meagen Good y Mari Morrow son un desvío visual sustancial ... ¡Tengo que darle esto un pulgar hacia abajo! Solo nombrar la película ""hasta el último minuto"" habría estado bien. Además, los Hudlin Brothers (que produjeron las tres primeras películas) no estaban involucradas en la realización de esta película.",negative
"Esta película trabajó junto con algunas de las líneas de historia más predecibles y personajes poco profundos jamás vistos. Obviamente, el escritor compró el Libro de PlayBook ""Cómo escribir una película de desastres espaciales"" y la siguió Jugar por jugar. En particular, el uso estereo-típico de los astronautas que hablan con sus seres queridos desde el espacio exterior, la puesta en un espectáculo valiente frente al desastre, se ha hecho tiempo y tiempo nuevamente. Manta Q parece haber sido escrita con la esperanza de que el Los productores lanzarían $ 50 millones en el proyecto. Pero, a juzgar por la segunda mitad de la película que contenía numerosos intentos cojos a efectos especiales, los productores solo podían reunir $ 50 mil. Para saber que la película fue nominada para un ""Efectos visuales especiales"", Emmy me tiene absolutamente Gob-Smacked. ¡Creo que un puñado de estudiantes de secundaria con un pase en estudios de medios podrían haber creado efectos más creíbles! Y los agujeros de la trama son demasiado numerosos mencionar. Pero lo recogeré como ejemplo. Ahora, no soy un experto en la NASA, pero seguramente es altamente inverosímil que un trabajador adjunto al simulador de transbordadores de repente mantendría una posición de poder en la sala de control cuando las cosas comienzan a ir en forma de pera con el programa. Seguramente, existe alguien más con experiencia en el control de la misión, quien el director del programa pondría en lugar de un niño de veintinueve años que no ha estado en la sala de control antes. La única gracia de ahorro para esta película es la obra de Bill Campbell. Loger para hacer un buen intento de salvar algo fuera del accidente de tren que es este script. Dé esta película 2 de 10, con el trabajo promedio anterior de Bill Campbell en el rol de plomo que lo ahogan de una marca inferior.",negative
"Caddyshack Dos es una buena película por sí misma, pero en comparación con el original, no puede apilar. Robert Stack es un reemplazo horrible para Ted Knight y Jackie Mason, mientras que gracioso no puede competir con Rodney Dangerfield. TY WEBB es divertido, siendo el único personaje del original. La mayoría de los otros personajes en la película carecen del golpe del original (por ejemplo, Henry Wilcoxon), excepto por el abogado histéricamente divertido Peter Blunt, siendo jugado por Randy Quaid. Cada línea que él dice que me recuerda al humor original, especialmente la escena en su oficina (no me encuentro con demandas o movimientos. Me entero donde vives y vienes a tu casa y golpeando tu puerta con af ** * Ingrese bate de béisbol, haz una hoguera con el Chippindale, tal vez asar ese golden retriever (Arff Arff Arff) y luego comerlo. Y luego voy a venir a Junior de arriba, y te estoy agarrando de tus hermanos Brooks PJS, y Cramming ¡Tu nuevo bmw sube tu apretado A **! ¿Tenemos una comprensión?). Sin embargo, compensando su pequeño rol, es Dan Acroyd, que obviamente no es reemplazo para Bill Murray. Su voz es más allá de irritante y todo lo que hace no es tan divertido, es simplemente estúpido. En general, Caddyshack II es una buena película, pero en comparación con el increíble original, simplemente no puede cortarlo.",negative
"Honestamente, este cortometraje chupa. El maniquí usado en la escena de NECRO está bastante bien hecho, pero sigue siendo lo suficientemente falso para arruinar la experiencia de visualización. El DVD desenterrado es crujiente y claro y no me he decidido si esto lo ayuda o lo dificulta. Si la película era un poco granulada, podría haber agregado algún ""factor de cruce"" a lo que estaba sucediendo. No tengo idea de por qué esta película tiene tanta exageración que lo rodea, excepto el tema, pero para ser honesto, las escenas de necrófilia en las películas como Nekromantik y visitante Q entre otras, son más impactantes que en consecuencia. Toda esta charla sobre la película que se trata de la soledad y toda la otra manera de la filosofía profunda es Bull ****. Este es un turd caro, bellamente filmado. No es tan impactante, no es tan repugnante. Si insistes en verlo, alquilo. Le doy un 3 por el hecho de que no mucha gente hace películas explícitas sobre la necrofilia (definitivamente debería haber una selección más grande para nosotros enfermos;): la filmación es buena y tiene un poco de ""gore"" (si observa una muñeca de aspecto gomoso Obtener corte abierto se considera gore ...) pero aparte de eso, absolutamente nada que vaya por este desastre sobrepedido. Por otro lado, la ""secuela"" de Génesis, a la ""secuela"" de CERDA (ahora disponible como una ""doble característica"" liberada por películas desenterradas) es una obra maestra absoluta de un cortometraje, realmente mostrando lo que realmente es un buen director CERDA cuando se le da el material adecuado. . Aunque no me importa las consecuencias en absoluto, Génesis está tan bien hecha que perdonaré a CERDA y definitivamente lo mantendré atento a él en el futuro ...",negative
